Human,Mouse
64785,78833
64786,66687
64787,98845
64788,76483
64789,73172
64792,67286
64793,70012
64794,227674
64795,68477
64798,97998
64799,78250
64800,77627
64801,68865
64802,66454
64805,70839
64806,140806
64834,54325
64837,16594
64838,64339
64839,50758
64840,53627
64841,54342
64843,104360
64844,57438
64847,217116
64848,240255
64849,114644
64850,71760
64852,70044
64853,108909
64854,69727
64855,227737
64856,246228
64857,101497
64858,140917
64859,109019
64860,494468
64863,76781
64864,319758
64866,109332
64881,219257
64895,216578
64897,72357
64900,64899
64901,66011
64902,268782
64919,58208
64921,213819
64922,100061
64924,69048
64925,72454
64926,320484
64927,67009
64928,68463
64946,26886
64949,99045
64951,64660
64960,66407
64963,67994
64965,69527
64968,121022
64969,77721
64975,107733
64976,18100
64978,60441
64979,94066
64981,94065
64983,75398
65003,66419
65005,78523
65008,94061
65009,234593
65010,171429
65018,68943
65055,52250
65056,73274
65057,497652
65059,77300
65061,271697
65062,381259
65065,269198
65078,65079
65080,69163
65082,77573
65083,230082
65084,72759
65094,194952
65095,215194
65108,17357
65109,68134
65110,67031
65117,208606
65123,229543
65124,268301
65125,232341
65220,192185
65244,72572
65249,212168
65250,73692
65258,225651
65260,69893
65263,66194
65264,268470
65265,117171
65266,69847
65268,75607
65975,117229
65977,83435
65979,100169
65980,105246
65981,232560
65982,232875
65983,107022
65985,78894
65986,229055
65987,233529
65989,106565
65990,214917
65991,67391
65992,77006
65993,79044
65997,68939
65998,108899
65999,243371
66000,81907
66002,64385
66004,23936
66005,68038
66008,70827
66036,210376
66037,75388
78986,66959
78987,171508
78988,67840
78989,71693
78990,68149
78991,240334
78992,74766
78994,233895
78995,217216
78996,78412
78997,228858
78999,225875
79000,69885
79001,27973
79002,68544
79003,67139
79004,67116
79005,69269
79006,70083
79007,72185
79009,94213
79012,235604
79016,66498
79017,110175
79018,66771
79019,66570
79020,105351
79022,380967
79023,69736
79025,332713
79026,66395
79027,72611
79029,214616
79031,68833
79033,140546
79034,231868
79035,69917
79036,75620
79038,68520
79039,71990
79041,74166
79042,66078
79047,233107
79048,75420
79050,100608
79053,381903
79054,171382
79056,228413
79057,208748
79058,68938
79064,66836
79065,245860
79066,67493
79068,26383
79070,72050
79071,170439
79072,69577
79073,68539
79074,98404
79075,72107
79077,66422
79078,230696
79080,108673
79083,171531
79084,70465
79085,66972
79086,66818
79087,223774
79088,235028
79089,72053
79090,67091
79091,239706
79092,170720
79094,69065
79095,73737
79096,228356
79098,212439
79101,75316
79102,213211
79109,227743
79132,80861
79133,69487
79134,226351
79135,68316
79137,227298
79139,67819
79140,66264
79142,78246
79143,77582
79144,66496
79145,66433
79147,243853
79148,118453
79152,338521
79153,68616
79154,192970
79155,231130
79156,72287
79157,69900
79158,432486
79159,97961
79161,652925
79165,69757
79169,67862
79170,217138
79171,68035
79172,52504
79173,74666
79174,76737
79176,68431
79178,105663
79180,27984
79183,76080
79184,210766
79187,240121
79188,74122
79190,64379
79191,16373
79192,16371
79228,386612
79258,27390
79269,242418
79290,258914
79295,258319
79310,258318
79317,258275
79324,259119
79339,18367
79345,18366
79363,76166
79364,80292
79365,79362
79366,50887
79369,231727
79370,66813
79411,74577
79412,73016
79414,233067
79415,217370
79441,231123
79442,74249
79443,17281
79444,329581
79446,212198
79447,67278
79473,259045
79544,258039
79567,75687
79568,68115
79570,67149
79571,74375
79572,224088
79573,234875
79574,99662
79575,64296
79576,67050
79577,214498
79581,52710
79582,66722
79583,234740
79586,74241
79587,71941
79589,66889
79590,67707
79591,71617
79594,68350
79595,269003
79596,72486
79598,74201
79600,654470
79602,68465
79603,67260
79607,109229
79608,320360
79609,207965
79611,380660
79612,66897
79613,272538
79618,219150
79621,67153
79622,78372
79623,71685
79624,73419
79625,68169
79626,69769
79627,70155
79628,225608
79629,77090
79630,229600
79631,101592
79632,75906
79633,329628
79634,74616
79635,403180
79637,276905
79639,68777
79641,66049
79642,271970
79643,208092
79644,57357
79645,66793
79646,211347
79647,68050
79648,244329
79649,320923
79650,101985
79651,217344
79652,407831
79654,76608
79656,67621
79657,71919
79658,78514
79659,110350
79660,244416
79661,72774
79663,66667
79664,93697
79665,67487
79666,71801
79668,52552
79669,212998
79670,214290
79671,270151
79672,238024
79673,67230
79674,72789
79675,320720
79676,66627
79677,67241
79679,242122
79682,71876
79683,224454
79684,235184
79685,50724
79689,117167
79690,330217
79691,106248
79692,218100
79693,230734
79694,242362
79695,230145
79696,72350
79697,71952
79698,320158
79699,414872
79701,66179
79703,381196
79705,233328
79706,66801
79707,74035
79709,234407
79710,75746
79711,75751
79712,227835
79713,101883
79714,66658
79716,228961
79717,106564
79718,81004
79719,66939
79720,330192
79722,77318
79723,64707
79724,233890
79726,319481
79727,83557
79728,233826
79729,66938
79730,70918
79731,244141
79733,108961
79734,72844
79735,233204
79736,68550
79738,71769
79739,70892
79740,213234
79742,75905
79745,78785
79746,67856
79747,215772
79748,235416
79751,68267
79752,66361
79753,76793
79754,142688
79755,319530
79759,244219
79760,69731
79762,226777
79763,664994
79767,234683
79768,72425
79770,69672
79772,78771
79774,66790
79776,80892
79777,67131
79778,231830
79780,66396
79781,74918
79783,192136
79784,71960
79785,632971
79786,234796
79789,94040
79791,76454
79792,69146
79794,76792
79796,102580
79797,381410
79798,233912
79799,72094
79800,241066
79801,20419
79802,78772
79803,20170
79805,226841
79807,67553
79809,73668
79810,68927
79811,66660
79812,105450
79813,77683
79814,75986
79815,223473
79816,114606
79817,214944
79819,242584
79820,271036
79822,268970
79823,73582
79825,58229
79827,71566
79828,228019
79829,70999
79830,68310
79831,77035
79832,99003
79834,244895
79836,74365
79837,117150
79838,74424
79840,75570
79841,271813
79842,75291
79843,241128
79845,68867
79846,207686
79847,75146
79848,211660
79849,170761
79850,116972
79852,71932
79853,66261
79856,382083
79858,208583
79861,238463
79863,68731
79864,70989
79865,328833
79866,77744
79867,67978
79869,269061
79870,118452
79871,231571
79872,104836
79873,213484
79874,70314
79875,207596
79876,66663
79879,76457
79882,75553
79883,244550
79884,213582
79885,232232
79886,67770
79887,66857
79888,210992
79890,217835
79892,210711
79893,217039
79894,319475
79895,241633
79896,208967
79897,67676
79899,72446
79901,73649
79902,445007
79903,74763
79905,209760
79906,76866
79912,232491
79913,109275
79915,237877
79917,54634
79918,66083
79919,71874
79922,217038
79923,71950
79924,223780
79925,320277
79927,72690
79929,208158
79930,27261
79931,414084
79932,100317
79933,68760
79934,76889
79937,238680
79939,270066
79944,217666
79947,67422
79948,216152
79949,226245
79953,433485
79954,217431
79955,100503041
79956,226090
79957,68957
79958,70785
79959,225659
79960,269424
79961,72121
79962,72778
79968,241627
79969,73242
79971,68151
79974,214642
79977,252973
79979,215201
79980,66934
79982,70604
79983,69693
79987,64817
79989,264134
79990,217198
79991,108689
79993,74559
79998,75305
80000,381157
80003,270109
80004,77411
80005,68813
80006,66975
80007,68277
80008,243025
80010,74386
80011,102122
80012,241915
80013,66960
80014,52357
80017,217830
80018,231713
80019,226122
80020,239554
80021,96957
80023,228777
80024,170756
80025,74450
80028,231863
80031,214968
80034,77771
80036,226025
80045,269604
80055,241062
80059,243499
80063,75329
80067,75763
80070,223838
80071,245902
80095,67370
80097,72083
80108,22678
80114,83675
80115,207495
80117,71619
80119,208084
80122,22625
80124,70675
80125,382077
80127,72873
80128,360213
80129,100504234
80131,72267
80133,78258
80135,70285
80139,353310
80142,96979
80143,66641
80144,231470
80145,66231
80146,67883
80148,66943
80149,230738
80150,66514
80152,320394
80153,353190
80155,74838
80157,231293
80162,212974
80164,73072
80167,269423
80168,233549
80169,68964
80173,67694
80176,74646
80177,68632
80178,72016
80179,66196
80183,271221
80184,216274
80185,234138
80194,66990
80195,66039
80196,80751
80198,71711
80199,70300
80201,216019
80204,225055
80205,109151
80207,403187
80208,214585
80209,212127
80210,78795
80212,215707
80213,68634
80216,71481
80217,100048534
80218,72117
80219,67876
80221,264895
80222,71807
80223,75767
80224,76826
80228,269717
80230,216724
80231,71398
80232,226757
80233,71885
80235,239827
80237,269344
80243,109294
80254,28135
80255,74150
80256,230088
80258,74405
80262,234678
80263,229644
80267,66967
80270,101502
80271,233011
80273,17713
80274,64706
80279,80280
80298,74238
80301,102595
80303,98363
80304,238037
80305,67976
80306,66999
80308,319945
80309,77629
80310,71785
80311,236904
80312,52463
80313,76612
80314,13831
80315,67579
80318,56278
80319,319478
80320,83395
80321,68121
80323,381175
80324,56361
80325,80283
80326,22409
80329,77777
80331,13002
80332,110751
80333,80334
80335,77305
80336,381404
80339,116939
80341,66557
80342,215243
80344,28199
80346,72549
80347,71743
80349,66317
80351,74493
80352,386454
80380,58205
80381,102657
80700,66530
80705,211484
80709,100182
80712,13984
80714,80720
80723,245020
80724,71985
80725,56013
80726,637079
80727,78339
80728,223666
80731,210417
80736,70129
80737,27762
80739,106722
80740,68468
80741,114652
80742,75210
80745,72167
80746,381802
80757,69195
80758,432763
80760,209378
80761,100647
80762,65113
80764,69009
80765,170460
80772,79554
80774,67803
80775,66343
80776,232987
80777,66427
80781,12822
80789,109077
80790,74440
80816,211961
80817,382010
80818,22704
80820,67484
80821,114874
80823,70237
80824,70686
80829,109910
80830,71939
80834,83770
80835,110326
80851,79566
80852,243547
80853,338523
80854,73251
80856,69605
80863,260297
80864,81701
80895,67444
80896,74091
80975,80893
81027,545486
81029,22419
81030,58203
81031,170441
81033,192775
81034,69906
81035,140792
81037,218335
81050,258036
81127,258316
81282,259113
81285,170639
81309,258025
81318,258786
81327,258804
81328,258972
81341,258098
81442,258713
81448,258302
81488,28015
81490,27388
81491,81006
81492,83434
81493,68828
81501,75766
81502,14950
81532,101513
81533,71927
81537,81535
81539,105727
81542,72736
81543,237387
81544,233552
81545,107035
81550,219249
81551,56471
81552,232023
81553,76820
81554,94254
81555,67180
81556,69882
81558,215512
81559,94091
81562,214895
81563,69399
81565,83431
81566,207785
81567,105245
81570,20480
81572,68559
81573,433667
81575,381823
81576,67736
81577,70575
81579,66350
81602,71891
81603,93679
81605,68205
81606,77889
81607,71740
81608,66899
81609,76742
81610,71878
81611,66471
81614,93790
81615,72160
81616,328845
81617,69008
81618,64294
81619,52588
81620,67177
81621,107250
81622,54445
81624,56419
81626,71836
81627,98685
81628,78829
81629,58864
81631,67443
81669,56036
81671,75909
81688,79555
81689,69046
81693,93835
81704,76088
81706,76142
81786,94089
81788,74137
81790,77733
81792,239337
81794,224697
81796,240726
81797,258832
81831,74513
81832,246317
81833,67652
81839,229658
81844,384309
81846,319934
81847,68031
81848,24066
81849,26938
81851,629873
81855,94280
81857,75613
81858,106025
81871,100040248
81873,74192
81875,229504
81876,76308
81887,76130
81889,68636
81890,60507
81892,380773
81894,246696
81926,216169
81928,252966
81929,72124
81930,228421
81932,72748
83394,327958
83401,12686
83439,21415
83440,72141
83442,73723
83443,66125
83444,70020
83445,14840
83446,67929
83447,73333
83448,78895
83449,56523
83450,74665
83451,68758
83452,19338
83460,66048
83461,14793
83463,17121
83464,208117
83468,74782
83473,71206
83478,231532
83479,67997
83480,67049
83481,223650
83482,170729
83483,84094
83538,74407
83539,71367
83540,66977
83541,73847
83543,108897
83544,105000
83546,234542
83547,280408
83548,338337
83549,22245
83550,245424
83552,259172
83590,64295
83591,66816
83592,56043
83593,54354
83594,67993
83595,20680
83596,75736
83597,235636
83604,192216
83605,216527
83606,68778
83607,225339
83636,72244
83637,52915
83638,107242
83639,56746
83641,66540
83642,223776
83643,74186
83648,219148
83657,75465
83658,67068
83659,21689
83660,70549
83661,64381
83666,80285
83667,230784
83690,83691
83692,171486
83693,72552
83694,238323
83696,76510
83697,240215
83698,140904
83699,212531
83700,83964
83706,108101
83707,107328
83714,60345
83715,56226
83716,78892
83719,66090
83723,68952
83729,16326
83732,71340
83733,71803
83734,66795
83737,16396
83741,226896
83742,277010
83743,101612
83746,214669
83752,66887
83756,83771
83759,66704
83786,67457
83787,67211
83795,74571
83844,83563
83849,319508
83850,272636
83851,238266
83852,239122
83853,252967
83854,70726
83855,118445
83856,319636
83857,387314
83860,209361
83862,215210
83871,19376
83872,545370
83873,229714
83874,103724
83875,170752
83876,71263
83877,69742
83878,234395
83881,27217
83882,208634
83886,213171
83887,100216474
83890,75571
83891,102141
83892,330171
83893,70862
83894,73301
83896,69473
83902,77914
83903,14841
83930,76205
83931,74178
83932,244666
83933,170787
83937,213391
83938,76633
83939,229317
83940,69694
83941,94043
83942,22114
83943,93757
83953,64435
83959,269356
83982,76933
83983,83984
83985,73658
83986,106581
83987,434130
83988,52589
83989,68675
83990,237911
83992,30785
83998,67709
83999,84035
84000,214531
84002,108105
84033,380698
84034,246707
84056,231912
84057,76915
84058,75659
84059,110789
84060,269623
84061,67075
84062,94245
84063,243911
84064,76987
84065,52174
84066,73435
84067,74349
84068,76775
84069,231002
84070,545136
84071,213402
84072,67981
84073,104601
84075,623046
84076,74419
84077,381798
84078,211255
84079,245886
84080,102124
84081,237859
84083,226409
84085,71865
84100,56297
84101,327799
84102,338365
84103,67741
84105,72562
84106,378460
84107,22774
84108,71041
84109,229214
84124,67235
84125,74978
84126,235610
84128,73674
84129,102632
84131,208518
84132,76800
84133,407821
84134,641376
84135,105372
84138,66432
84140,73873
84141,232146
84142,70681
84144,214804
84148,67773
84152,19049
84153,68209
84154,67239
84159,71371
84162,229227
84163,114674
84164,75452
84166,434341
84167,72254
84168,69538
84171,67573
84172,20017
84173,232089
84174,77799
84179,243197
84181,71389
84182,330323
84186,319885
84187,209497
84188,67420
84189,239250
84190,216292
84191,68250
84193,52690
84196,170707
84197,74653
84203,213272
84206,108797
84215,666528
84216,320709
84217,332934
84219,268933
84221,76573
84223,69707
84225,574428
84229,330830
84230,100604
84231,224619
84232,68877
84233,66271
84236,76867
84239,224079
84240,69085
84243,503610
84245,67873
84246,28077
84247,223732
84248,69823
84249,74002
84250,105377
84251,73094
84253,99326
84254,55984
84255,72144
84256,224613
84258,20981
84259,76863
84260,77832
84261,68628
84262,66506
84263,72479
84264,68977
84265,69870
84266,66400
84267,70153
84268,69723
84269,66170
84270,68480
84271,73826
84272,67864
84273,56412
84274,52064
84275,70556
84276,66257
84277,66114
84279,73327
84280,68815
84281,67080
84282,71956
84283,71913
84284,66566
84285,69860
84286,72392
84287,74168
84288,68226
84289,66262
84290,69543
84292,67836
84293,70564
84294,78581
84295,70998
84296,109145
84299,103742
84300,67267
84301,68817
84302,67063
84303,66098
84304,68323
84305,78428
84306,68079
84307,69256
84309,66911
84310,73212
84311,67036
84312,52592
84313,28084
84314,66910
84315,72825
84316,78304
84317,69668
84318,67200
84319,66497
84320,72482
84321,73666
84324,66118
84326,68347
84327,72114
84328,69151
84329,74096
84330,328801
84331,68241
84332,71200
84333,76073
84334,68020
84335,67605
84336,76547
84337,66126
84340,320806
84342,97484
84343,12807
84364,77038
84365,67949
84376,320191
84417,78896
84418,66060
84419,433470
84432,246691
84433,108723
84435,52389
84437,78100
84439,214305
84440,268451
84441,270118
84444,208266
84445,226154
84446,381979
84447,74126
84448,231148
84450,269639
84451,234878
84455,230500
84456,237339
84457,70911
84458,212391
84460,215693
84461,216860
84464,52864
84465,214058
84466,70417
84498,67544
84501,234857
84502,319984
84504,14912
84513,71910
84514,80860
84515,66634
84516,59288
84517,76652
84518,72383
84519,54137
84520,100233175
84522,67767
84524,57432
84525,74318
84529,399568
84530,68955
84532,68738
84541,243574
84542,71675
84545,94067
84547,319207
84548,236848
84549,67920
84552,93737
84553,76132
84557,66734
84560,17752
